54.36.149.41 - - [22/Jan/2019:03:56:14 +0330] "GET /filter/27|13%20%D9%85%DA%AF%D8%A7%D9%BE%DB%8C%DA%A9%D8%B3%D9%84,27|%DA%A9%D9%85%D8%AA%D8%B1%20%D8%A7%D8%B2%205%20%D9%85%DA%AF%D8%A7%D9%BE%DB%8C%DA%A9%D8%B3%D9%84,p53 HTTP/1.1" 200 30577 "-" "Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)" "-"
5.114.231.130 - - [26/Jan/2019:00:00:45 +0330] "GET /m/product/31600/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D8%A8%D8%A7%D9%84%D8%A7-%D9%85%DB%8C%D8%AF%DB%8C%D8%A7-%D9%85%D8%AF%D9%84-HQ-546FWE HTTP/1.1" 200 21310 "https://www.zanbil.ir/m/filter/p3%2Crf30000000%2Crt50000000%2Cstexists" "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.91 Mobile Safari/537.36" "-"
83.121.158.37 - - [26/Jan/2019:00:00:45 +0330] "GET /order/track?trackingCode=9711050022&emailOrMobile=09126082119 HTTP/1.1" 200 16845 "https://www.zanbil.ir/order/track?trackingCode=9711050022" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1" "-"
66.249.66.194 - - [26/Jan/2019:00:00:45 +0330] "GET /filter/b1%2Cb127%2Cp3?page=1 HTTP/1.1" 200 35601 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
5.121.161.155 - - [26/Jan/2019:00:00:45 +0330] "GET /m/filter/p65%2Cb1%2C6313%7C55%20%D8%A7%DB%8C%D9%86%DA%86?page=0&o=6313 HTTP/1.1" 200 19251 "https://www.zanbil.ir/m/filter/p65%2Cb1%2C6313%7C55%20%D8%A7%DB%8C%D9%86%DA%86?page=1&o=6313" "Mozilla/5.0 (Linux; Android 7.0; PRA-LA1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36" "-"
83.121.158.37 - - [26/Jan/2019:00:00:45 +0330] "GET /settings/logo HTTP/1.1" 200 4120 "https://www.zanbil.ir/order/track?trackingCode=9711050022&emailOrMobile=09126082119" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1" "-"
5.212.158.174 - - [26/Jan/2019:00:00:45 +0330] "GET /image/32874?name=dgc-965dew90-11.jpg&wh=200x200 HTTP/1.1" 200 7803 "-" "torob/5 CFNetwork/974.2.1 Darwin/18.0.0" "-"
5.114.231.130 - - [26/Jan/2019:00:00:45 +0330] "GET /discountLabel/get/3?type=mobileSmallIcon HTTP/1.1" 200 4336 "https://www.zanbil.ir/m/product/31600/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D8%A8%D8%A7%D9%84%D8%A7-%D9%85%DB%8C%D8%AF%DB%8C%D8%A7-%D9%85%D8%AF%D9%84-HQ-546FWE" "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.91 Mobile Safari/537.36" "-"
5.116.180.247 - - [26/Jan/2019:00:00:45 +0330] "GET /settings/logo HTTP/1.1" 200 4120 "https://www.zanbil.ir/m/filter/p12351?page=1" "Mozilla/5.0 (Linux; Android 7.0; SM-G610F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.137 Mobile Safari/537.36" "-"
5.114.231.130 - - [26/Jan/2019:00:00:45 +0330] "GET /discountLabel/get/3?type=mobileMainIcon HTTP/1.1" 200 6435 "https://www.zanbil.ir/m/product/31600/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D8%A8%D8%A7%D9%84%D8%A7-%D9%85%DB%8C%D8%AF%DB%8C%D8%A7-%D9%85%D8%AF%D9%84-HQ-546FWE" "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.91 Mobile Safari/537.36" "-"
5.212.158.174 - - [26/Jan/2019:00:00:45 +0330] "GET /image/29343?name=ccdc7a.jpg&wh=200x200 HTTP/1.1" 200 7541 "-" "torob/5 CFNetwork/974.2.1 Darwin/18.0.0" "-"
5.114.231.130 - - [26/Jan/2019:00:00:45 +0330] "GET /settings/logo HTTP/1.1" 200 4120 "https://www.zanbil.ir/m/product/31600/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D8%A8%D8%A7%D9%84%D8%A7-%D9%85%DB%8C%D8%AF%DB%8C%D8%A7-%D9%85%D8%AF%D9%84-HQ-546FWE" "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.91 Mobile Safari/537.36" "-"
157.55.39.192 - - [26/Jan/2019:00:00:46 +0330] "GET /filter/b14,b82 HTTP/1.1" 200 37220 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "-"
2.190.80.206 - - [26/Jan/2019:00:00:46 +0330] "GET /image/3852/productModel/200x200 HTTP/1.1" 200 5442 "https://www.zanbil.ir/m/filter/b143" "Mozilla/5.0 (Linux; Android 5.1.1; HUAWEI SCL-L21 Build/HuaweiSCL-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.93 Mobile Safari/537.36" "-"
2.190.80.206 - - [26/Jan/2019:00:00:46 +0330] "GET /image/3855/productModel/200x200 HTTP/1.1" 200 3837 "https://www.zanbil.ir/m/filter/b143" "Mozilla/5.0 (Linux; Android 5.1.1; HUAWEI SCL-L21 Build/HuaweiSCL-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.93 Mobile Safari/537.36" "-"
5.121.161.155 - - [26/Jan/2019:00:00:46 +0330] "GET /settings/logo HTTP/1.1" 200 4120 "https://www.zanbil.ir/m/filter/p65%2Cb1%2C6313%7C55%20%D8%A7%DB%8C%D9%86%DA%86?page=0&o=6313" "Mozilla/5.0 (Linux; Android 7.0; PRA-LA1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36" "-"
5.114.231.130 - - [26/Jan/2019:00:00:46 +0330] "GET /image/31600?name=hq-546fwe-ss-1edited.jpg&wh=max HTTP/1.1" 200 57134 "https://www.zanbil.ir/m/product/31600/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D8%A8%D8%A7%D9%84%D8%A7-%D9%85%DB%8C%D8%AF%DB%8C%D8%A7-%D9%85%D8%AF%D9%84-HQ-546FWE" "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.91 Mobile Safari/537.36" "-"
5.121.161.155 - - [26/Jan/2019:00:00:46 +0330] "GET /image/64270/productModel/200x200 HTTP/1.1" 200 6784 "https://www.zanbil.ir/m/filter/p65%2Cb1%2C6313%7C55%20%D8%A7%DB%8C%D9%86%DA%86?page=0&o=6313" "Mozilla/5.0 (Linux; Android 7.0; PRA-LA1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36" "-"
5.114.231.130 - - [26/Jan/2019:00:00:46 +0330] "GET /image/56518/productModel/150x150 HTTP/1.1" 200 2221 "https://www.zanbil.ir/m/product/31600/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D8%A8%D8%A7%D9%84%D8%A7-%D9%85%DB%8C%D8%AF%DB%8C%D8%A7-%D9%85%D8%AF%D9%84-HQ-546FWE" "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.91 Mobile Safari/537.36" "-"
2.190.74.197 - - [26/Jan/2019:00:00:46 +0330] "GET /settings/logo HTTP/1.1" 200 4120 "https://www.zanbil.ir/m/filter/p62?page=1" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1" "-"
5.114.231.130 - - [26/Jan/2019:00:00:46 +0330] "GET /image/57605/productModel/150x150 HTTP/1.1" 200 2434 "https://www.zanbil.ir/m/product/31600/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D8%A8%D8%A7%D9%84%D8%A7-%D9%85%DB%8C%D8%AF%DB%8C%D8%A7-%D9%85%D8%AF%D9%84-HQ-546FWE" "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.91 Mobile Safari/537.36" "-"
5.114.231.130 - - [26/Jan/2019:00:00:46 +0330] "GET /image/62050/productModel/150x150 HTTP/1.1" 200 2221 "https://www.zanbil.ir/m/product/31600/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D8%A8%D8%A7%D9%84%D8%A7-%D9%85%DB%8C%D8%AF%DB%8C%D8%A7-%D9%85%D8%AF%D9%84-HQ-546FWE" "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.91 Mobile Safari/537.36" "-"
5.121.161.155 - - [26/Jan/2019:00:00:46 +0330] "GET /image/62403/productModel/200x200 HTTP/1.1" 200 7484 "https://www.zanbil.ir/m/filter/p65%2Cb1%2C6313%7C55%20%D8%A7%DB%8C%D9%86%DA%86?page=0&o=6313" "Mozilla/5.0 (Linux; Android 7.0; PRA-LA1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36" "-"
5.113.66.53 - - [26/Jan/2019:00:00:46 +0330] "GET /settings/logo HTTP/1.1" 200 4120 "https://www.zanbil.ir/m/product/28729/57606/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D8%A8%D8%A7%D9%84%D8%A7-%D8%A8%D9%88%D8%B4-%D9%85%D8%AF%D9%84-KDD74AW204" "Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36" "-"
89.198.148.68 - - [26/Jan/2019:00:00:46 +0330] "GET /m/filter/b8%2Cb99%2Cp5 HTTP/1.1" 200 19005 "https://www-zanbil-ir.cdn.ampproject.org/v/s/www.zanbil.ir/m/filter/b8,b99,p5,t35?amp_js_v=0.1&usqp=mq331AQECAEoAQ%3D%3D" "Mozilla/5.0 (Linux; Android 7.0; SM-G920F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36" "-"
172.20.2.174 - - [26/Jan/2019:00:00:46 +0330] "GET /site/ping HTTP/1.1" 200 4 "-" "-" "-"
45.216.40.180 - - [26/Jan/2019:00:00:46 +0330] "GET /image/53051/productModel/150x150 HTTP/1.1" 200 5706 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
91.98.2.207 - - [26/Jan/2019:00:00:46 +0330] "GET /image/33952?name=note9m.jpg&wh=200x200 HTTP/1.1" 200 5969 "https://torob.com/p/959a09c6-6773-4a0b-b794-d4fec10a2ca0/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-%DA%AF%D9%84%DA%A9%D8%B3%DB%8C-%D8%A7%DB%8C-7-galaxy-a7-2018-a750-128gb/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
46.224.59.108 - - [26/Jan/2019:00:00:46 +0330] "GET /image/33119?name=55put6002--1.jpg&wh=max HTTP/1.1" 200 24303 "https://www.zanbil.ir/m/product/33119/63703/%D8%AA%D9%84%D9%88%DB%8C%D8%B2%DB%8C%D9%88%D9%86-%D8%A7%D9%84-%D8%A7%DB%8C-%D8%AF%DB%8C-%D9%81%DB%8C%D9%84%DB%8C%D9%BE%D8%B3-%D9%85%D8%AF%D9%84-55PUT6002" "Mozilla/5.0 (Linux; Android 7.0; SM-G920F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Mobile Safari/537.36" "-"
89.198.148.68 - - [26/Jan/2019:00:00:46 +0330] "GET /static/images/guarantees/fastDelivery.png HTTP/1.1" 200 7713 "https://www.zanbil.ir/m/filter/b8%2Cb99%2Cp5" "Mozilla/5.0 (Linux; Android 7.0; SM-G920F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36" "-"
89.198.148.68 - - [26/Jan/2019:00:00:46 +0330] "GET /static/images/guarantees/support.png HTTP/1.1" 200 6454 "https://www.zanbil.ir/m/filter/b8%2Cb99%2Cp5" "Mozilla/5.0 (Linux; Android 7.0; SM-G920F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36" "-"
89.198.148.68 - - [26/Jan/2019:00:00:46 +0330] "GET /static/images/guarantees/bestPrice.png HTTP/1.1" 200 7356 "https://www.zanbil.ir/m/filter/b8%2Cb99%2Cp5" "Mozilla/5.0 (Linux; Android 7.0; SM-G920F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36" "-"
89.198.148.68 - - [26/Jan/2019:00:00:47 +0330] "GET /static/images/guarantees/warranty.png HTTP/1.1" 200 5807 "https://www.zanbil.ir/m/filter/b8%2Cb99%2Cp5" "Mozilla/5.0 (Linux; Android 7.0; SM-G920F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36" "-"
89.198.148.68 - - [26/Jan/2019:00:00:47 +0330] "GET /static/images/guarantees/goodShopping.png HTTP/1.1" 200 6496 "https://www.zanbil.ir/m/filter/b8%2Cb99%2Cp5" "Mozilla/5.0 (Linux; Android 7.0; SM-G920F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36" "-"
5.114.231.130 - - [26/Jan/2019:00:00:47 +0330] "GET /image/31600?name=hq-585fwe-33.jpg&wh=max HTTP/1.1" 200 44281 "https://www.zanbil.ir/m/product/31600/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D8%A8%D8%A7%D9%84%D8%A7-%D9%85%DB%8C%D8%AF%DB%8C%D8%A7-%D9%85%D8%AF%D9%84-HQ-546FWE" "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.91 Mobile Safari/537.36" "-"
5.114.231.130 - - [26/Jan/2019:00:00:47 +0330] "GET /image/61665/productModel/150x150 HTTP/1.1" 200 2231 "https://www.zanbil.ir/m/product/31600/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D8%A8%D8%A7%D9%84%D8%A7-%D9%85%DB%8C%D8%AF%DB%8C%D8%A7-%D9%85%D8%AF%D9%84-HQ-546FWE" "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.91 Mobile Safari/537.36" "-"
5.113.66.53 - - [26/Jan/2019:00:00:47 +0330] "GET /amp-helper-frame.html?appId=a624a1c1-0c93-466a-a546-e146710f97e6&parentOrigin=https://www.zanbil.ir HTTP/1.1" 200 133 "https://www.zanbil.ir/m/product/28729/57606/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D8%A8%D8%A7%D9%84%D8%A7-%D8%A8%D9%88%D8%B4-%D9%85%D8%AF%D9%84-KDD74AW204" "Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36" "-"
5.114.231.130 - - [26/Jan/2019:00:00:47 +0330] "GET /image/61664/productModel/150x150 HTTP/1.1" 200 1950 "https://www.zanbil.ir/m/product/31600/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D8%A8%D8%A7%D9%84%D8%A7-%D9%85%DB%8C%D8%AF%DB%8C%D8%A7-%D9%85%D8%AF%D9%84-HQ-546FWE" "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.91 Mobile Safari/537.36" "-"
89.198.148.68 - - [26/Jan/2019:00:00:47 +0330] "GET /static/css/font/wyekan/font.woff HTTP/1.1" 200 28536 "https://www.zanbil.ir/m/filter/b8%2Cb99%2Cp5" "Mozilla/5.0 (Linux; Android 7.0; SM-G920F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36" "-"
66.249.66.91 - - [26/Jan/2019:00:00:47 +0330] "GET /filter/b481%2Cb874%2Cb67%2Cb226%2Cb570%2Cb598%2Cstexists%2Cb883%2Cb99%2Cb261%2Cb152%2Cb249%2Cb20%2Cb701%2Cb723%2Cb198%2Cb35%2Cb548%2Cb88%2Cb1%2Cb236%2Cb400%2Cb209%2Cb651%2Cb202%2Cb4%2Cb613%2Cb217%2Cb63%2Cb147%2Cb95%2Cb882%2Cb542%2Cb218%2Cb221%2Cb596%2Cb43%2Cb203%2Cb215%2Cb151%2Cb136%2Cb647%2Cb485%2Cb32%2Cb168%2Cb523%2Cb200%2Cb603%2Cb543%2Cb148%2Cb105%2Cb74%2Cb220%2Cb211%2Cb900%2Cb82%2Cb795%2Cb41%2Cb2%2Cb256%2Cb584%2Cb231%2Cb441%2Cb185%2Cb36%2Cb656%2Cb183%2Cb188%2Cb573%2Cb546?page=91 HTTP/1.1" 200 42731 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
66.249.66.194 - - [26/Jan/2019:00:00:47 +0330] "GET /m/product/14398/%D8%B2%D8%A7%D9%86%D9%88-%D8%A8%D9%86%D8%AF-Oppo-%D9%85%D8%AF%D9%84-1230-%D8%A2%D8%AA%D9%84-%D8%AF%D8%A7%D8%B1 HTTP/1.1" 200 20390 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
5.113.66.53 - - [26/Jan/2019:00:00:47 +0330] "GET /image/28729?name=kdd74aw204-1.jpg&wh=max HTTP/1.1" 200 247789 "https://www.zanbil.ir/m/product/28729/57606/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D8%A8%D8%A7%D9%84%D8%A7-%D8%A8%D9%88%D8%B4-%D9%85%D8%AF%D9%84-KDD74AW204" "Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36" "-"
54.36.148.56 - - [26/Jan/2019:00:00:47 +0330] "GET /filter/b647%2Cb656%2Cp12786%2Ct459 HTTP/1.1" 200 33769 "-" "Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)" "-"
5.114.231.130 - - [26/Jan/2019:00:00:48 +0330] "GET /image/31600?name=hq-585fwe-222.jpg&wh=max HTTP/1.1" 200 14941 "https://www.zanbil.ir/m/product/31600/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D8%A8%D8%A7%D9%84%D8%A7-%D9%85%DB%8C%D8%AF%DB%8C%D8%A7-%D9%85%D8%AF%D9%84-HQ-546FWE" "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.91 Mobile Safari/537.36" "-"
89.198.148.68 - - [26/Jan/2019:00:00:48 +0330] "GET /settings/logo HTTP/1.1" 200 4120 "https://www.zanbil.ir/m/filter/b8%2Cb99%2Cp5" "Mozilla/5.0 (Linux; Android 7.0; SM-G920F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36" "-"
89.198.148.68 - - [26/Jan/2019:00:00:48 +0330] "GET /image/59771/productModel/200x200 HTTP/1.1" 200 4274 "https://www.zanbil.ir/m/filter/b8%2Cb99%2Cp5" "Mozilla/5.0 (Linux; Android 7.0; SM-G920F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36" "-"
89.198.148.68 - - [26/Jan/2019:00:00:48 +0330] "GET /image/6458/productModel/200x200 HTTP/1.1" 200 3670 "https://www.zanbil.ir/m/filter/b8%2Cb99%2Cp5" "Mozilla/5.0 (Linux; Android 7.0; SM-G920F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36" "-"
89.198.148.68 - - [26/Jan/2019:00:00:48 +0330] "GET /image/409/productModel/200x200 HTTP/1.1" 200 4190 "https://www.zanbil.ir/m/filter/b8%2Cb99%2Cp5" "Mozilla/5.0 (Linux; Android 7.0; SM-G920F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36" "-"
89.198.148.68 - - [26/Jan/2019:00:00:48 +0330] "GET /image/60336/productModel/200x200 HTTP/1.1" 200 3844 "https://www.zanbil.ir/m/filter/b8%2Cb99%2Cp5" "Mozilla/5.0 (Linux; Android 7.0; SM-G920F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36" "-"
83.121.121.42 - - [26/Jan/2019:00:00:48 +0330] "GET /static/images/amp/instagram.png HTTP/1.1" 200 7146 "https://www.zanbil.ir/m/article/618/%D8%AE%D9%88%D8%A7%D8%A8-%D8%B1%D9%81%D8%AA%D9%86%D8%8C%DA%AF%D8%B2%DA%AF%D8%B2%D8%8C%D8%B3%D9%88%D8%B2%D8%B4-%D9%88-%D8%A8%DB%8C-%D8%AD%D8%B3%DB%8C-%D9%BE%D8%A7%3A-%D8%B9%D9%84%D8%AA-%D9%88-%D8%AF%D8%B1%D9%85%D8%A7%D9%86-" "Mozilla/5.0 (Linux; Android 8.0.0; BND-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36" "-"
83.121.121.42 - - [26/Jan/2019:00:00:48 +0330] "GET /static/images/amp/telegram.png HTTP/1.1" 200 4859 "https://www.zanbil.ir/m/article/618/%D8%AE%D9%88%D8%A7%D8%A8-%D8%B1%D9%81%D8%AA%D9%86%D8%8C%DA%AF%D8%B2%DA%AF%D8%B2%D8%8C%D8%B3%D9%88%D8%B2%D8%B4-%D9%88-%D8%A8%DB%8C-%D8%AD%D8%B3%DB%8C-%D9%BE%D8%A7%3A-%D8%B9%D9%84%D8%AA-%D9%88-%D8%AF%D8%B1%D9%85%D8%A7%D9%86-" "Mozilla/5.0 (Linux; Android 8.0.0; BND-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36" "-"
83.121.121.42 - - [26/Jan/2019:00:00:48 +0330] "GET /static/images/amp/blog.png HTTP/1.1" 200 3863 "https://www.zanbil.ir/m/article/618/%D8%AE%D9%88%D8%A7%D8%A8-%D8%B1%D9%81%D8%AA%D9%86%D8%8C%DA%AF%D8%B2%DA%AF%D8%B2%D8%8C%D8%B3%D9%88%D8%B2%D8%B4-%D9%88-%D8%A8%DB%8C-%D8%AD%D8%B3%DB%8C-%D9%BE%D8%A7%3A-%D8%B9%D9%84%D8%AA-%D9%88-%D8%AF%D8%B1%D9%85%D8%A7%D9%86-" "Mozilla/5.0 (Linux; Android 8.0.0; BND-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36" "-"
5.113.66.53 - - [26/Jan/2019:00:00:48 +0330] "GET /favicon.ico HTTP/1.1" 200 0 "https://www.zanbil.ir/m/product/28729/57606/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D8%A8%D8%A7%D9%84%D8%A7-%D8%A8%D9%88%D8%B4-%D9%85%D8%AF%D9%84-KDD74AW204" "Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36" "-"
89.198.148.68 - - [26/Jan/2019:00:00:48 +0330] "GET /amp-helper-frame.html?appId=a624a1c1-0c93-466a-a546-e146710f97e6&parentOrigin=https://www.zanbil.ir HTTP/1.1" 200 133 "https://www.zanbil.ir/m/filter/b8%2Cb99%2Cp5" "Mozilla/5.0 (Linux; Android 7.0; SM-G920F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36" "-"
